index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
23514,"Soapy Stories Finger Puppet Bath Book - Space, 6 m+",Baby Care,Baby Accessories,Munchkin,799.0,799.0,Baby Toys,1.0,"It is an Integrated Astro Duck finger puppet bath book which is waterproof, easy to clean and dries quickly after use. It focuses on learning colours. It improves hand and eye coordination. It helps the baby in learning the language.",1.0
23534,Nature Care Diaper Pants - Large Size,Baby Care,Diapers & Wipes,Huggies,1091.09,1199.0,Diapers,4.0,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator.",4.0
23667,Splashers Medium - 12 Disposable Swim Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,999.0,999.0,Diapers,,"Your baby is free to make a splash in Pampers Splashers disposable swim diapers! Pampers Splashers don't swell in water like regular diapers, giving your baby a comfortable fit when wet or dry. For secure protection in the water, Splashers Dual-Leak Guard Barriers fit snugly around your baby's legs to help contain messes, making them perfect for the pool, beach, splash park, and more. Only Pampers Splashers are designed with a 360 Degree, all-around stretchy waistband that fits like swimwear and easily pulls on and off even when wet. Plus, Splashers are equipped with Easy-Tear Sides for quick disposal with less mess, and our adorable, swim-inspired, all-over graphics look like real swimwear. Pampers Splashers make a day at the pool even more fun.",
23720,"Wonder Pants - Small, Combo",Baby Care,Diapers & Wipes,Huggies,1279.17,1398.0,Diapers,,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India's 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants Diapers Small Size pack with 3D Bubble bed technology with a Cushiony Waistband.",
23754,Dry Pants Diapers - X-Large,Baby Care,Diapers & Wipes,Huggies,182.09,199.0,Diapers,4.6,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry.",4.6
23785,Comfort Fit Breast Pad,Baby Care,Mothers & Maternity,Mothercare ,599.0,599.0,Maternity Personal Care,1.0,"Mothercare Disposable Comfort Fit Breast Pad with Aloe Vera is specially designed for a comfier, closer fit and will help keep you dry in the late stages of pregnancy and after your baby is born.",1.0
23815,Baby Wet Wipes,Baby Care,Diapers & Wipes,Canopus,75.0,75.0,Baby Wipes,,"These baby wet wipes are mild and soft on the sensitive skin of the baby. It will provide a refreshing change for your baby and comfortable as well. Also, it is safe, hygienic and handy to keep. They are thick and makes cleaning easy and efficient.",
23859,"Melts Whole Grain Snack - Banana & Strawberry, From 9 Months, 100% Natural, No Additives",Baby Care,Baby Food & Formula,Timios,140.0,140.0,Baby Food,3.4,"Timios Melts Banana & Strawberry healthy snacks are delicious whole grain snacks for hungry little tummies or busy tiny fingers. Introduce your kids to new tastes and textures with tasty Timios Melts. These are 100 % natural, non- fried whole grain snack and made with natural fruit & vegetable extracts, these are completely free from artificial colours, flavours or preservatives, and dissolves easily in your baby's mouth. Give a tasty & healthy touch in every bite. Delicious star-shaped snacks made exclusively for your babies. Timios Melts are made with wholesome ingredients, keeping in mind the appetite and nutritional needs of your baby. No additives, no colouring, and No-nonsense – these Melts are seasoned with natural fruits, vegetables, and mild spice powders.",3.4
23860,Baby Skincare Wipes - Super Saver Pack,Baby Care,Diapers & Wipes,Johnson's baby,412.8,430.0,Baby Wipes,4.6,"Johnson's baby wipes with lid protects newborn delicate skin from redness and rashes.
Johnson's baby wipes have sponge-like fibres with 3x moisturizing lotion for soft and gentle care for a newborn.
Alcohol-free, soap-free.
Every Johnson’s product passes a 5 level safety assurance process.
No harmful chemicals. Only 100% gentle care.
Fliptop on the pack helps keep moisture locked in for longer use.
Clinically mildness proven.",4.6
23866,Baby Happy Small - 44 Diapers,Baby Care,Diapers & Wipes,Bella,510.0,529.0,Diapers,4.4,"Bella Baby Happy is the European brand of premium Baby diapers, IMPORTED FROM EUROPE. Happy diapers are featured with cutting - edge DIAPER RASH FREE SYSTEM - a complex of unique features that keep your Baby's skin healthy. Happy diapers prevent the appearance of rashes irritations, allergies and reddening. AIR CIRCULATION - special outer cover allows full air circulation that keeps the right temperature inside a diaper, lets the vapour go through and keeps your Baby's skin dry, fresh and healthy. GREEN TEA EXTRACT - green tea extract has antibacterial & anti-inflammatory properties and it neutralizes the unpleasant smell. SKIN FRIENDLY TECHNOLOGY - latex and chlorine-free components minimise the risk of rashes and allergic reactions. MAGIC GEL - magic pearls transform the liquid into gel and isolate wetness from Baby's bottom. Fast absorption effectively protects against leakages and ensures maximum dryness. Gentle gathers on both sides of a diaper hold the moisture inside and prevent leakages. Elastic tapes guarantee freedom of movement with no pressure on Baby's delicate skin. Symmetrical pictures in front of a diaper enable proper fastening. Wetness indicator informs when a diaper should be changed",4.4
23909,Baby Bath - Daily Moisturising,Baby Care,Baby Bath & Hygiene,Aveeno,799.0,799.0,Baby Oil & Shampoo,3.8,"AVEENOÃ‚Â® Baby Daily Moisturising Bath 354 ml blends natural oat extract into a rich lathering cleansing wash. It includes 5 vital ingredients present in oats, also naturally found in healthy skin. This tear-free formula can be used on skin as it gently cleanses and nourishes, leaving behind a soft, fresh fragrance. AVEENOÃ‚Â® Baby Daily Moisturising Bath is formulated to be gentle enough even for infants and babiesÃ¢â‚¬â„¢ sensitive skin. ItÃ¢â‚¬â„¢s tear free, soap free and paraben free. 

AVEENOÃ‚Â® uses select natural ingredients because of their advanced benefits. These are called ACTIVE NATURALSÃ‚Â®, natural ingredients uniquely formulated to deliver visible results. Scientists at Aveeno follow highest standards of ingredient selection, formulation and manufacturing, with processes that retain the strength and purity of such ingredients. ACTIVE NATURALSÃ‚Â® Oat Extract is carefully extracted from the oat kernel and contains 5 vital ingredients also found naturally in healthy baby skin. These ingredients like proteins, lipids, enzymes, vitamins and anti-oxidants provide a soothing effect while gently nourishing delicate baby skin.",3.8
24032,Baby Care Collection - with Organic Cotton Bib,Baby Care,Baby Bath & Hygiene,Johnson's baby,125.0,125.0,Baby Gift Sets,5.0,"JOHNSONS baby care collection is an exclusive gifting collection carefully selected to help a new mother celebrate her journey of nurturing a happy, healthy baby! It embodies Johnsons promise to millions of parents across the world - a promise of being the Best for Baby. This thoughtful assortment comprises Best for Baby JOHNSONS products, JOHNSONS baby soap 75g and JOHNSONS baby powder 100g,  and a special cotton bib made of 100% organic fiber for your little ones comfort.",5.0
24063,Baby Small - 40 Diaper Pants,Baby Care,Diapers & Wipes,Pigeon,799.0,799.0,Diapers,,"Pigeon baby diaper pants are specially designed for your baby’s regular hygiene needs. The silky soft top sheet and soft elastic waistbands help in your baby’s comfortable movement. Crisscross pattern and highly absorbent material help your baby to stay protected for up to 12 hours. The highly breathable back sheet allows easy airflow, thus helping to prevent diaper rashes. The diaper comes with a wetness indicator to help you indicate the right time to change.",
24081,Mild Baby Shampoo 500 ml + Nourishing Baby Wellness Soap 100 g,Baby Care,Baby Bath & Hygiene,Mee Mee,318.1,348.0,Baby Creams & Lotions,,"For your child's safety and health. All Mee Mee products are carefully made to the highest safety standards. Mee Mee baby shampoo is the ""mild"" formulation with the conditioner cleanses the scalp and leaves hair naturally clean and shiny. Specially made for your baby's hair and scalp, it comes with a ""no tears"" formula and contains natural extracts, Your little one needs utmost care right from birth to ensure firm, radiant and well-moisturized skin.
Nourishing Baby Wellness Soap from the house of Mee Mee, is scientifically tested to bring your angel premium skincare. A perfect blend of gentle fragrance, and the goodness of aloe, almond oil & milk extracts, it will keep your baby's delicate skin cleansed & healthy always. No tears formula Bottle of 500 ml, Mild baby shampoo Natural extracts, Natural extracts, Contains the goodness of almond, aloe vera and milk extracts, Gentle fragrance that is suitable for new-borns and young children, Aloe vera maintains skin's elasticity Conforms to international standards of safety and hygiene, free of parabens and other harmful preservatives",
